page_url,source,followers,date,time,post_type,interactions,post_message,post_link,time_zone
Facebook.com/Patriototus,Being Patriotic,0,2015-08-27,20:00:00,Facebook,20953,"""Our debt to the heroic men and valiant women in the service of our country can never be repaid. They have earned our undying gratitude. America will never forget their sacrifices."" — President Harry S. Truman",https://www.facebook.com/patriototus/posts/1626920747575550, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2016-02-13,10:00:01,Facebook,19834,To all whom our flag offends there is the one question: why are you here? This country is for those who love it more than himself; for those who will stand for its freedom and liberty!,https://www.facebook.com/patriototus/posts/1677441275856830, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,130425,2016-07-22,12:30:00,Facebook,18964,"So, now the Convention is over and thank God there were no terrible accidents. Two thousand five hundred police officers from 13 states and five hundred of Cleveland’s finest and three thousand federal law enforcement officers secured the Republican National Convention this year. It was a peaceful event and we can say that all leftists’ attempts to make violent protests and provocations failed. We just want to thank our brave cops. Every law enforcement officer and every man who puts his life at risk on duty deserves to be thanked.",https://www.facebook.com/patriototus/posts/1742720865995537, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,192477,2017-02-19,14:00:39,Facebook,18102,The American law is the only law we can follow in our homeland!,https://www.facebook.com/patriototus/posts/1842839675983655, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,0,2016-03-01,09:30:00,Facebook,17019,Immigrants who come to this country for opportunities and better life should show some respect to the United States before enjoying all the benefits of the American society. Not standing up during the national anthem is a good enough reason to deport anti-American newcomers. Like if you agree!,https://www.facebook.com/patriototus/posts/1683264105274547, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,182657,2016-11-09,11:30:00,Facebook,16947,"They fought for our homeland, but they don’t have a home now. How can that even be possible? Why do our politicians even speak about sheltering refugees when we have tens of thousands veterans with no place to live? The policy we have now must be reconsidered and changed to fit our veterans’ needs.",https://www.facebook.com/patriototus/posts/1794136077520682, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,0,2016-02-21,08:30:00,Facebook,16416,Good morning dear patriots! Let's see how many patriots know the Pledge of Allegiance?,https://www.facebook.com/patriototus/posts/1680004425600515, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,172086,2016-10-07,10:10:30,Facebook,16186,We can’t let Obama continue spending our tax money on alien criminals who broke the immigration laws. Take care of our own people first!,https://www.facebook.com/patriototus/posts/1777416532525970, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2015-10-08,01:59:43,Facebook,16123,"Sgt. Dakota Meyer, 23, is the youngest Marine recipient of the Medal of Honor. He rescued 36 Marines and Afghan soldiers during six hours of combat. He was eventually wounded but was able to recover the bodies of his four teammates. Thank you for serving, sir.",https://www.facebook.com/patriototus/posts/1639841076283517, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,170540,2016-10-05,11:30:00,Facebook,15084,"Kaepernick’s ‘protest’ is nothing but an easy way to get fame. The freedom of expression is a true blessing, but when people forget this blessing is achieved by lives of thousands of American soldiers, they turn this blessing into sacrilege. Why can’t they protest without insulting America?",https://www.facebook.com/patriototus/posts/1776449612622662, GMT-0400 
Facebook.com/Patriototus,America's Veterans are Loved,0,2016-09-15,18:54:39,Facebook,14797,,https://www.facebook.com/AmericasVeterans/posts/1076263925827067, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2015-12-13,12:00:01,Facebook,14303,Our Paradise was built on the backs off those that fought to give US Freedom. How did the government pay them back? Obama won't do anything for veterans and it makes me sick!,https://www.facebook.com/patriototus/posts/1656578971276394, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,157829,2016-09-21,16:30:00,Facebook,13945,We'll never forget our fallen heroes!,https://www.facebook.com/patriototus/posts/1770136139920676, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,69843,2016-04-15,21:30:00,Facebook,13795,"Wounded veteran Bobby Henline is up to open a restaurant business to employ and empower other veterans. In 2007, Bobby Henline survived a devastating explosion that killed the rest of the men in his Army vehicle in Iraq and burned more than 38 percent of his body. After nine years and more than forty surgeries Henline wants to pay his gratitude forward by opening a restaurant that will employ other veterans and serve the community. I’m proud of American veterans who find strength even after the most terrible wounds. So sad they have to do it without support from Government.",https://www.facebook.com/patriototus/posts/1704068679860756, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,187254,2016-11-27,13:00:00,Facebook,13667,We owe our veterans who protected our freedom and made America the world’s greatest country. God bless them all!,https://www.facebook.com/patriototus/posts/1801284530139170, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,120091,2016-06-28,20:00:00,Facebook,13144,"“It was my duty to shoot the enemy, and I don't regret it. My regrets are for the people I couldn't save: Marines, soldiers, buddies. I'm not naive, and I don't romanticize war. The worst moments of my life have come as a SEAL. But I can stand before God with a clear conscience about doing my job.” - Chris Kyle. If only our Government could perform their duty as perfectly as our soldiers do!",https://www.facebook.com/patriototus/posts/1733089170292040, GMT-0400 
Facebook.com/Patriototus,America's Veterans are Loved,0,2016-10-03,23:25:13,Facebook,12855,"At least 50,000 homeless veterans are starving dying in the streets, but liberals want to invite 620,000 refugees and settle them among us. We have to take care of our own citizens, and it must be the primary goal for our politicians!",https://www.facebook.com/AmericasVeterans/posts/1092547964198663, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2015-12-08,11:30:01,Facebook,12654,"We must always remember our heroes... in February 2013 America lost a great warrior and hero. RIP Chris Kyle. You will never be forgotten! “It was my duty to shoot the enemy, and I don’t regret it. My regrets are for the people I couldn’t save: Marines, soldiers, buddies. I’m not naive, and I don’t romanticize war. The worst moments of my life have come as a SEAL. But I can stand before God with a clear conscience about doing my job.”",https://www.facebook.com/patriototus/posts/1655548808046077, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,191514,2017-02-04,14:00:00,Facebook,11889,Insulting the Old Glory means insulting America! Absolutely treasonous!,https://www.facebook.com/patriototus/posts/1835758976691725, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,191563,2017-02-05,11:01:19,Facebook,11867,America is suffering from millions of illegal immigrants. Our country needs to be saved!,https://www.facebook.com/patriototus/posts/1835782853356004, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,184441,2016-11-13,11:30:01,Facebook,11673,"Both Clinton and Obama admitted that Hillary has lost and they both told her supporters that peaceful transfer of power is the most important thing that keeps our nation together. Yet the brainwashed liberal community is going mad with riots, petitions and protests. When will they grow up and start acting like civilized people?",https://www.facebook.com/patriototus/posts/1796009390666684, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,180570,2016-10-30,14:00:00,Facebook,11642,We must return these two important principles to America: praising our Lord and honoring our soldiers,https://www.facebook.com/patriototus/posts/1788282038106086, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,182915,2016-11-10,13:00:00,Facebook,11632,To all whom our flag offends there is the one question: why are you here? This country is for those who love it more than himself; for those who will stand for its freedom and liberty!,https://www.facebook.com/patriototus/posts/1794821567452133, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,0,2016-02-23,11:30:01,Facebook,11432,To all whom our flag offends there is the one question: why are you here? This country is for those who love it more than himself; for those who will stand for its freedom and liberty!,https://www.facebook.com/patriototus/posts/1680067658927525, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,153268,2016-09-17,16:00:00,Facebook,11305,"It is a banner of our History, a flag of battle glory and a symbol of freedom and rebellion. It has nothing in common with racism or slavery!",https://www.facebook.com/patriototus/posts/1767406243526999, GMT-0400 
Facebook.com/Patriototus,America's Veterans are Loved,208414,2016-11-28,19:21:37,Facebook,11137,We must return these two important principles to America: praising our Lord and honoring our soldiers.,https://www.facebook.com/AmericasVeterans/posts/1155332141253578, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,144880,2016-09-07,16:30:00,Facebook,11048,We must return these two important principles to America: praising our Lord and honoring our soldiers.,https://www.facebook.com/patriototus/posts/1763527387248218, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,192501,2017-02-20,15:30:00,Facebook,10967,"It is a banner of our History, a flag of battle glory and a symbol of freedom and rebellion. It has nothing in common with racism!",https://www.facebook.com/patriototus/posts/1844294895838133, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,192027,2017-02-11,14:00:03,Facebook,10960,We'll never forget our fallen heroes!,https://www.facebook.com/patriototus/posts/1839305146337108, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,142804,2016-09-01,16:00:00,Facebook,10890,"May God return our heroes to their loving children, wives and parents. Let them all come back to our homeland alive.",https://www.facebook.com/patriototus/posts/1760670874200536, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,178767,2016-10-23,16:30:21,Facebook,10830,"We are free men of America and neither tyranny nor anti-Constitutional politicians can change it! Our parents and grandparents had their guns to protect themselves. And so do we, and so will our children!",https://www.facebook.com/patriototus/posts/1784609965139960, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,141821,2016-08-29,16:30:00,Facebook,10806,"They fight for us every single day. They put their lives at risk every day just to make sure we’re free and secure. Isn’t that heroism? Doesn’t that make their lives more valuable? It is and it does, so we can’t let our politicians ignore our servicemen and humiliate them.",https://www.facebook.com/patriototus/posts/1759358260998464, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,133043,2016-07-26,11:30:00,Facebook,10753,"ust compare these two stages and you’ll see who is really standing for America. The Democratic leaders are turning their party into an anti-American one. Just look at that – they don’t even try to show a bit of devotion and loyalty to America! That’s actually not surprising: plenty of Dem voters are not actually Americans and the Old Glory is something they find offensive. Add here the fact that they preferred to invite illegals and black radicals instead of law enforcement officers. Of course, Republicans aren’t perfect too, and many of them are Republicans in name only, but at least Trump stands for America while Hillary wants to continue Obama’s plan of destroying our homeland..",https://www.facebook.com/patriototus/posts/1744556952478595, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,195396,2017-03-17,18:30:00,Facebook,10729,Racism is never an issue until liberals come to power.,https://www.facebook.com/patriototus/posts/1856083161325973, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,119262,2016-06-24,11:30:00,Facebook,10726,"""She has blood on her hands — and I think she should be in prison, not running for president,” Dash said. We’re tired of Clinton’s lies, and even more, we’re outraged by all the crimes she committed. How can she say she stands for women’s rights, how can she say she stands for America after supporting Arabic countries with woman-oppressing policy and ideology? Why do her supporters still vote for her even after Benghazi attack? Why don’t they think about 30,000 emails she deleted? By the way, her only excuse for that was “oh, you know, everybody does that”. I can’t believe a person like Hillary be a presidential candidate. I can’t even believe she is allowed to be a politician at all!",https://www.facebook.com/patriototus/posts/1731669890433968, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2015-12-29,18:20:01,Facebook,10679,"Some states like California already banned “assault weapons” and outlaw “high capacity” magazines that can hold more than ten rounds of ammunition. But anti-gun proponents are not going to stop. Liberal congressmen were hard at work drafting a new bill that directly targets every semi-automatic firearm in the United States including handguns, shotguns and rifles. It would impose new restrictions, including making it illegal to own any magazine that exceeds a capacity of ten rounds. The bill is another step to deprive Americans the right to keep and bear arms which is guaranteed by the Second Amendment of the U.S. Constitution. I really think that all attempts of anti-gun proponents are unconstitutional, and they should be charged with an attack against the constitutional order. There are 387 days until Obama leaves office. I just can’t wait! We need a president who understands the system of government bequeathed to us by the Founding Fathers.",https://www.facebook.com/patriototus/posts/1662612504006374, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,125522,2016-07-12,11:30:00,Facebook,10678,"Clinton said the United States needs to confront the ‘systematic racism’ in its law enforcement efforts. We’re sick of politicians organizing and leading the systematical propaganda against our police. It is unfair and vilely to accuse our heroes of every sin and crime. In fact, the efficiency of our cops resulted in a decrease of the average amount of crimes, especially in large cities. Law-abiding citizens should never fear cops, but criminals do. And that’s why Hillary is on the criminals’ side. Join our rally on July, 23th in New York City, it's time to show Clinton that we will never let her become our next President!",https://www.facebook.com/patriototus/posts/1738660859734871, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2016-02-06,18:14:01,Facebook,10661,"Freedom is not free. Our veterans know it better than anybody else. They were at war, shedding their blood to defend our freedom. All Americans should be thankful to them! And I truly think that it’s a great shame when the government doesn't take care of our veterans' problems.",https://www.facebook.com/patriototus/posts/1675146352752989, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,166071,2016-09-29,15:30:00,Facebook,10587,God bless our beloved homeland!,https://www.facebook.com/patriototus/posts/1773813712886252, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2016-02-19,11:00:00,Facebook,10564,"Undocumented immigrants living in Wisconsin packed the state Capitol on Wednesday to oppose a bill that would take away state funding from so-called ""sanctuary cities."" This is insane! Now I see that United States are becoming more and more broke and at the same time we're losing our country and turning into Mexico 2.0. We're losing our country! Our outstanding manufacturing jobs have fled the state and family farms have fallen like dominos. Moreover, have you ever noticed that when you come to Mexico, those bastards will except you to speak Spanish... but if they come to America and you say speak English they will consider you as a racist? Just think about it. It's time to bring back the old America where everyone was happy.",https://www.facebook.com/patriototus/posts/1679732405627717, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,0,2016-03-13,09:30:00,Facebook,10234,"Good morning, fellow patriots! Be proud of living in the best country in the world!",https://www.facebook.com/patriototus/posts/1686898834911074, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,141473,2016-08-28,16:00:00,Facebook,10164,Our veterans did more than just giving a part of their lives to serve their homeland. They have made a contribution to the very freedom of America.,https://www.facebook.com/patriototus/posts/1758001221134168, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,196995,2017-03-30,15:30:00,Facebook,10159,The American law is the only law we can follow in our homeland!,https://www.facebook.com/patriototus/posts/1862295157371440, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,74294,2016-05-17,16:59:00,Facebook,10099,"Marine veteran was forced by homeowner associations to remove USMC stickers from his car. Our country is run by idiots! Retired marine Frank Larison recently received a letter by the HOA, ordering him to remove his “marine stickers” from his Chevy car. Frank and his lawyer claim that he will face $50 a day if he refuses to do so. If he does not play those fines, he will be towed. Have you ever heard of someone receiving a notification to remove Obama stickers? LGBT stickers? Those terrorists Black Lives Matter stickers? Well, me neither! The liberal rage comes only to those who love the Old Glory or U.S. Armed Forces. Our whole society is ill. Libtards are allowed to do whatever they want while even the smallest demonstration of love and devotion to America causes an immediate intervention from the authorities.",https://www.facebook.com/patriototus/posts/1715976872003270, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,135271,2016-08-03,10:00:00,Facebook,9958,"I bet this kid will be raised right! This one will protect America when he grows up, and he’ll glorify our flag and honor our veterans and soldiers.God bless our children!",https://www.facebook.com/patriototus/posts/1747949195472704, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,165193,2016-09-28,13:00:00,Facebook,9958,Nothing to add here but “amen to these words”. Our heroes deserve only the best care and shelter and they must always be the first on benefit lists. Our politicians can’t keep on equating heroes who fought for our freedom with people who fled from their homes for a better life.,https://www.facebook.com/patriototus/posts/1773232672944356, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,191077,2017-01-26,15:59:00,Facebook,9942,,https://www.facebook.com/patriototus/posts/1830260077241615, GMT-0500 
Facebook.com/Patriototus,America's Veterans are Loved,209127,2016-12-07,14:52:58,Facebook,9890,The American flag represents the very soul of our nation. Every drop of blood of every single American soldier created this flag and protected it's right to fly in every place on American land.,https://www.facebook.com/AmericasVeterans/posts/1166405910146201, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,0,2016-03-31,21:30:00,Facebook,9887,,https://www.facebook.com/patriototus/posts/1697978883803069, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,121786,2016-07-03,18:00:00,Facebook,9864,"God bless the Old Glory! May it always be proudly carried by true patriots of America. Without this flag we're nothing but another bunch of people living in the same borders, but with the Star-Spangled banner within our hearts we are a great nation with great history. Never let our flag be offended!",https://www.facebook.com/patriototus/posts/1734412940159663, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,201651,2017-05-06,11:30:00,Facebook,9804,"Before Obama came to office, no one could even imagine something like 2014 Ferguson riots.",https://www.facebook.com/patriototus/posts/1880341062233516, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,176232,2016-10-17,13:30:00,Facebook,9768,"It is a shame for our politicians that people who deserve to be respected more than anyone else are not respected at all. They put their lives at risk every day, they are ready to die in the name of America, why can’t the Government be grateful for their heroism?",https://www.facebook.com/patriototus/posts/1782503585350598, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2016-01-26,17:05:00,Facebook,9765,Veterans have served this country! They should have 1st place in jobs benefits and housing. They deserve the best this country has to offer!,https://www.facebook.com/patriototus/posts/1671667053100919, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,137779,2016-08-13,08:30:00,Facebook,9737,"Good morning, patriots! God bless the Old Glory, may it fly free and proud eternally. Have a good Saturday!",https://www.facebook.com/patriototus/posts/1750592421875048, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2016-01-09,17:05:00,Facebook,9624,"When school officials ban all flags, they betray the nation! How can our children be patriotic, if they are suspended for wearing patriotic apparel? Can the country be great where students will be kicked out if they bring flag of their country onto school property?",https://www.facebook.com/patriototus/posts/1666152170319074, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,191563,2017-02-05,14:00:01,Facebook,9607,We’re blessed to be the greatest nation in the world!,https://www.facebook.com/patriototus/posts/1835787926688830, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,71316,2016-05-02,16:59:00,Facebook,9584,"Thank every veteran for protecting our freedom! The Government might have abandoned you, but the nation never will!",https://www.facebook.com/patriototus/posts/1708946919372932, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2016-03-27,08:30:01,Facebook,9547,"Good morning, Patriots! What an inspiring picture! It is symbolic: our soldiers hold the flag the same way our army holds this country. May all of you have a good day, spend it with knowledge your are safe by these young people protecting you!",https://www.facebook.com/patriototus/posts/1692273404373617, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,130425,2016-07-22,16:59:00,Facebook,9541,"Luckily Obama’s ‘apology years’ are almost over, and that traitor won’t ever speak for the whole American nation again. We’ll never apologize for being strong. We’ll never apologize for being able to stand for ourselves. And we’ll never apologize for being guided by God.",https://www.facebook.com/patriototus/posts/1742765425991081, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,156389,2016-09-20,12:30:00,Facebook,9498,We owe our veterans who protected our freedom and made America the world’s greatest country. God bless them all!,https://www.facebook.com/patriototus/posts/1769537159980574, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,191307,2017-01-31,08:30:00,Facebook,9492,"Good morning, patriots! Be proud of who you are, One Nation Under God, and never apologize for it!",https://www.facebook.com/patriototus/posts/1833680523566237, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,0,2016-04-04,08:30:00,Facebook,9479,"Good morning, patriots! May God keep our soldiers safe protecting our land all across the world. May He bless all the families waiting for their heroes.",https://www.facebook.com/patriototus/posts/1699883486945942, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2016-03-05,13:00:00,Facebook,9416,The government that doesn’t respect its veterans should be overthrown! I’ve never doubted courage of men who wears and wore the U.S. flag on uniforms. Is it really fair to force our veterans to struggle to get health care? Our heroes deserve better! We need a president who respects our veterans!,https://www.facebook.com/patriototus/posts/1684395518494739, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,118591,2016-06-23,15:30:01,Facebook,9377,"God bless and protect our soldiers fighting with terrorism on Arabic sands. Wish we had a leader to deal with radical Islam once and for all. Unfortunately, our current President is not the right man to do it. While our coward in chief is trying to hide his unwilling to fight radical Islamists – our soldiers put their lives at risk every single day.",https://www.facebook.com/patriototus/posts/1731250943809196, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,191210,2017-01-28,14:59:02,Facebook,9358,"So many people get ‘offended’ by the American flag and American culture. Yet none of them is offended by American benefits and all the privileges we have living in our wonderful country. Don’t these flag-haters know that hundreds of thousands of Americans have died in the name of this flag? It became so popular, so disgustingly common to insult the Old Glory, but none of the flag insulters remember that without this flag there would be no freedom. Without the American flag there would be no America.",https://www.facebook.com/patriototus/posts/1830264653907824, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,129729,2016-07-21,19:00:00,Facebook,9351,"We have a real immigration crisis, but the Government wants to increase the inflow of criminals instead of closing the borders. Poor veteran’s welfare is another crisis to deal with. Our warriors deserve better lives than they have now.",https://www.facebook.com/patriototus/posts/1742333896034234, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,201474,2017-05-05,09:30:00,Facebook,9326,Do you agree Sharia Law should be banned in every state?,https://www.facebook.com/patriototus/posts/1880322695568686, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2015-11-17,09:10:21,Facebook,9291,"THE US STATE GOVERNORS TO BAN SYRIAN REFUGEES AFTER PARIS TERROR ATTACKS THOUSANDS OF REFUGEES fleeing war-torn Syria have been banned from entering Alabama and Texas amid fears terrorists could be among them, following the Paris attacks. ISIS has claimed responsibility for the Paris atrocities which killed at least 129 people and French forces struck back with a massive bombardment of the jihadist group's stronghold in Raqqa, Syria. R. Bentley, governor of Alabama, made the declaration following the terrorist atrocities in Paris as it emerged one of the attackers may have posed as a Syrian refugee – referring to a Syrian passport found on the body of one of the suicide bombers. Bentley said: “After full consideration of this weekend's attacks of terror on innocent citizens in Paris, I will oppose any attempt to relocate Syrian refugees to Alabama through the US. As governor, I will not stand complicit to a policy that places the citizens of Alabama in harm's way."" G. Abbott, governor of Texas sent a letter to Obama informing him that the State of Texas will not accept any refugees from Syria in the wake of recent terrorist attacks. Good for you governors! Now wait to see how many more states will also ban the so called ‘refugees’ – more appropriately to call them ILLEGALS. Governors have the right idea, moreover they actively putting plans in motion to protect their citizens. It's not just Syrian Muslim migrants we have to be worried about, though. It's our Muslim-In-Chief as well!! If only Obama was just as reasonable as TX and AL governors. No such luck though, on the contrary POTUS claims that soon America 'll take in even more refugees!! I fully support the idea on STOPPING immigration and closing our borders UNTIL ISIS IS DESTROYED!! Do you agree?",https://www.facebook.com/patriototus/posts/1649965648604393, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,182657,2016-11-09,17:30:01,Facebook,9280,"“It was my duty to shoot the enemy, and I don't regret it. My regrets are for the people I couldn't save: Marines, soldiers, buddies. I'm not naive, and I don't romanticize war. The worst moments of my life have come as a SEAL. But I can stand before God with a clear conscience about doing my job.” - Chris Kyle. If only our Government could perform their duty as perfectly as our soldiers do!",https://www.facebook.com/patriototus/posts/1794140984186858, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,0,2016-01-25,13:00:00,Facebook,9257,"Some states like California already banned “assault weapons” and outlaw “high capacity” magazines that can hold more than ten rounds of ammunition. But anti-gun proponents are not going to stop. Liberal congressmen were hard at work drafting a new bill that directly targets every semi-automatic firearm in the United States including handguns, shotguns and rifles. It would impose new restrictions, including making it illegal to own any magazine that exceeds a capacity of ten rounds. The bill is another step to deprive Americans the right to keep and bear arms which is guaranteed by the Second Amendment of the U.S. Constitution. I really think that all attempts of anti-gun proponents are unconstitutional, and they should be charged with an attack against the constitutional order. There are 387 days until Obama leaves office. I just can’t wait! We need a president who understands the system of government bequeathed to us by the Founding Fathers.",https://www.facebook.com/patriototus/posts/1671278169806474, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,215261,2017-06-02,19:30:00,Facebook,9252,Like & share if you stand for these flags and fly both!,https://www.facebook.com/patriototus/posts/1894333754167580, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,96875,2016-06-07,10:30:00,Facebook,9236,"A simple message to everyone who gets offended by American flag, American traditions or Christianity – just leave the country! If you’re not a part of our culture, if you’re not willing to accept it, why should it be our problem not yours? We’ve been building our nation for a long time not for someone to come and say “oh, I feel uncomfortable, you have to change!” We are true patriots, we love waving our flag, we love singing our anthem, we love praying our God, and we’re damn proud of all of it. It’s more than a part of our culture, it’s the very part of ourselves! If you can’t handle it, if you get offended by it – the world has hundreds of other countries and we’ll gladly help you pack.",https://www.facebook.com/patriototus/posts/1724788911122066, GMT-0400 
Facebook.com/Patriototus,Being Patriotic,0,2016-02-05,12:15:00,Facebook,9222,"Our troops defend our freedom. They serve the United States despite of that they know the government will not care about them properly. They see how our veterans die awaiting VA care. Nevertheless, their patriotism and pride got them to be defenders of the nation!",https://www.facebook.com/patriototus/posts/1675133262754298, GMT-0500 
Facebook.com/Patriototus,Being Patriotic,0,2016-03-06,10:30:01,Facebook,9209,Those who sacrifice their lives to save their country deserve an immortality in their nation's hearts and minds. Those who survive protecting their people deserve a safe and well-fixed home they can return to.,https://www.facebook.com/patriototus/posts/1684183905182567, GMT-0500 
